418.344550,744.108371,1026.315283,1236.212988,1384.236149,1483.268415,1558.798260,1592.832158,1591.484823,1561.466976,1504.427305,1423.701814,1364.406087,1313.446530,1230.122546,1146.481446,1058.558031,966.601220,848.428619,703.361207,434.833345
418.619574,735.298979,1015.425591,1229.635420,1402.870131,1517.806901,1585.090590,1618.075103,1598.969852,1579.616855,1539.934598,1496.938536,1435.097670,1345.625636,1248.779635,1179.781803,1078.838290,987.115096,866.182107,735.819492,436.855583
445.380881,742.948331,1041.995986,1249.090751,1435.207003,1525.086093,1599.586258,1650.773921,1667.950414,1619.295469,1569.327542,1523.184507,1467.591952,1396.010287,1312.736445,1228.806948,1111.988148,1033.032491,907.399203,784.763935,453.863854
445.843711,724.389056,984.313021,1189.440127,1367.878981,1440.902472,1495.073578,1564.249871,1558.930431,1553.068540,1541.530407,1488.451708,1407.202835,1334.384543,1248.192297,1186.526415,1098.715481,1006.363869,879.322419,722.290710,419.139001
443.894469,771.989528,1066.870467,1269.736054,1446.277476,1606.266640,1664.050998,1722.956230,1723.904226,1646.478191,1619.567219,1558.148163,1506.658579,1410.639030,1298.157186,1206.064378,1109.015212,1021.995810,912.757806,783.501018,459.405074
433.948665,753.013191,1021.703583,1226.687748,1383.040109,1482.558625,1591.991698,1606.736834,1651.163344,1625.311952,1575.679415,1509.792282,1437.128979,1380.925142,1287.215717,1180.708367,1100.100378,999.640392,910.906711,761.619552,430.560106
428.482705,713.025692,995.836342,1206.250357,1346.826214,1457.586942,1565.311588,1597.899896,1605.575877,1579.763790,1537.842899,1485.742848,1397.476399,1321.934010,1259.790203,1168.029873,1070.099235,957.823703,843.475570,713.656809,432.656418
440.824885,741.674317,1008.069171,1251.332115,1392.828883,1513.912976,1591.460771,1642.347852,1630.079937,1620.859501,1581.541943,1491.676796,1414.768593,1316.813933,1210.328079,1137.508236,1050.132402,931.027941,849.643159,691.190238,439.204793
423.480579,729.601110,992.794229,1192.378020,1376.061954,1482.575982,1556.158723,1601.784846,1617.952157,1594.069144,1552.199730,1506.717052,1417.953726,1350.108849,1238.172208,1110.158888,1032.807564,911.999020,791.509066,658.727764,428.015630
429.659494,676.519824,950.688521,1143.088391,1288.545172,1386.792743,1462.505597,1543.961227,1552.098621,1549.389361,1514.689262,1455.393544,1354.057813,1255.931049,1171.285291,1043.070982,963.469965,861.144884,739.664680,640.500981,452.636977
452.977966,688.889429,944.429450,1133.440645,1285.421288,1390.340658,1485.810295,1534.559498,1540.979584,1542.007073,1538.379594,1456.847389,1381.178583,1293.262291,1175.390582,1075.776903,962.523876,871.567478,776.631664,652.945117,457.966559
470.182404,713.501112,983.381047,1176.396315,1309.218896,1422.703498,1488.037285,1552.194158,1541.481265,1537.456410,1512.915084,1480.992006,1404.850887,1309.680106,1240.463597,1127.009518,1030.543933,922.774483,782.892783,646.079507,461.357564
468.742125,696.654922,936.954333,1084.707688,1235.303097,1328.883624,1369.260452,1421.976554,1455.530353,1453.074094,1469.743760,1401.884252,1322.652315,1234.654221,1139.974781,1045.418977,927.499152,846.867228,725.199712,607.410397,441.500087
444.024293,671.923731,912.236336,1078.063785,1238.029792,1328.823988,1400.394970,1458.845587,1472.770327,1488.123556,1459.650820,1381.676490,1339.802223,1218.799320,1147.845866,1075.793549,989.663576,881.457858,756.997585,631.248579,468.523164
444.583263,667.246515,884.238273,1075.901723,1249.736617,1364.066108,1450.832574,1485.036296,1512.131937,1541.383063,1471.563675,1425.990412,1336.581148,1229.386650,1155.576925,1039.463421,977.593264,884.531576,755.149210,619.658780,441.221653
435.896376,643.662763,866.042164,1086.211666,1220.869701,1366.838374,1456.217105,1494.797586,1516.884956,1509.088134,1471.922930,1391.350586,1325.686165,1274.848562,1173.488956,1059.121531,958.200547,862.737053,761.498872,631.727632,448.459324
425.528266,632.535792,896.576414,1100.490886,1259.224862,1383.310282,1473.495612,1548.195356,1607.826106,1597.688511,1582.374317,1551.665408,1498.063347,1410.724033,1311.023135,1188.789224,1068.969693,909.324396,772.762134,612.741218,415.174451
436.503456,654.137875,860.056960,1045.806296,1224.797789,1360.400372,1438.288898,1519.471526,1518.865273,1526.677471,1511.406495,1473.947377,1432.670691,1365.473083,1263.423449,1140.190647,1068.696082,935.382291,767.173093,632.652299,431.173392
434.745842,655.465138,878.909740,1077.087602,1257.760246,1438.887162,1503.200955,1590.662400,1671.354311,1653.111967,1640.332728,1582.258309,1532.637218,1389.762161,1246.373553,1147.753828,1041.659305,918.751035,794.133187,661.404378,405.586377
